rank,bgg_url,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,designer,weight
2080,https://boardgamegeek.com/boardgame/1800/mythos,1800,Mythos,1,10,45,45,45,1996,6.63837,5.97208,732,//cf.geekdo-images.com/images/pic308944.jpg,10,Set Collection,1377,"Adventure, Card Game, Collectible Components, Fighting, Horror, Novel-based",Charlie Krank,2.5263
2081,https://boardgamegeek.com/boardgame/130605/lost-valley-yukon-goldrush-1896,130605,Lost Valley: The Yukon Goldrush 1896,2,6,45,45,45,2014,6.97562,5.97177,441,//cf.geekdo-images.com/images/pic1780912.jpg,10,"Modular Board, Tile Placement",1433,"American West, Exploration","Tobias Goslar, Roland Goslar, Johannes Goslar",2.8333
2082,https://boardgamegeek.com/boardgame/6581/korea-forgotten-war,6581,Korea: The Forgotten War,2,2,360,360,360,2003,8.04825,5.97167,217,//cf.geekdo-images.com/images/pic2281042.png,16,"Dice Rolling, Hex-and-Counter, Simulation",872,"Korean War, Modern Warfare, Wargame","Dean Essig, Rod Miller",4.2051
2083,https://boardgamegeek.com/boardgame/61458/kaigan,61458,Kaigan,3,4,90,90,90,2009,6.99426,5.97108,411,//cf.geekdo-images.com/images/pic805573.jpg,12,"Action Point Allowance System, Area Control / Area Influence, Hand Management",413,Travel,Kenichi Tanabe,2.9375
2084,https://boardgamegeek.com/boardgame/32989/axis-empires-totaler-krieg,32989,Axis Empires: Totaler Krieg!,1,3,3600,3600,3600,2011,8.43503,5.97068,187,//cf.geekdo-images.com/images/pic1024641.jpg,12,"Campaign / Battle Card Driven, Dice Rolling, Hex-and-Counter",547,"Wargame, World War II","Alan Emrich, Thomas Prowell, Salvatore Vasta",4.4048
2085,https://boardgamegeek.com/boardgame/216201/robo-rally-2016,216201,Robo Rally (2016),2,6,120,20,120,2016,7.45201,5.97061,333,//cf.geekdo-images.com/images/pic3374227.jpg,12,"Action / Movement Programming, Grid Movement, Modular Board, Simultaneous Action Selection",940,"Miniatures, Racing, Science Fiction",Richard Garfield,2.2
2086,https://boardgamegeek.com/boardgame/29259/axis-allies-guadalcanal,29259,Axis & Allies:  Guadalcanal,2,2,120,120,120,2007,6.86404,5.97048,564,//cf.geekdo-images.com/images/pic232366.jpg,10,"Area Movement, Dice Rolling",1329,"Wargame, World War II","Larry Harris, Jr.",2.5714
2087,https://boardgamegeek.com/boardgame/18803/black-stories,18803,Black Stories,2,15,20,20,20,2004,6.17927,5.97035,2436,//cf.geekdo-images.com/images/pic208686.jpg,12,Storytelling,4035,"Card Game, Deduction, Horror, Humor, Murder/Mystery, Party Game",Holger Bösch,1.3067
2088,https://boardgamegeek.com/boardgame/4206/roads-gettysburg,4206,Roads to Gettysburg,2,2,180,180,180,1993,7.73471,5.96969,249,//cf.geekdo-images.com/images/pic296175.jpg,12,Hex-and-Counter,758,"American Civil War, Wargame",Joseph M. Balkoski,3.4375
2089,https://boardgamegeek.com/boardgame/670/starship-troopers,670,Starship Troopers,1,2,120,120,120,1976,6.45765,5.96968,1031,//cf.geekdo-images.com/images/pic3214.jpg,12,"Hex-and-Counter, Secret Unit Deployment",2897,"Novel-based, Science Fiction, Wargame",Randall C. Reed,3.0833
2090,https://boardgamegeek.com/boardgame/1545/flowerpower,1545,Flowerpower,1,2,30,30,30,2001,6.61647,5.96943,654,//cf.geekdo-images.com/images/pic83701.jpg,8,"Area Control / Area Influence, Tile Placement",737,Abstract Strategy,"Angelika Fassauer, Peter Haluszka",1.4848
2091,https://boardgamegeek.com/boardgame/41003/keltis-der-weg-der-steine-mitbringspiel,41003,Keltis: Der Weg der Steine Mitbringspiel,2,4,15,15,15,2009,6.441,5.96924,906,//cf.geekdo-images.com/images/pic446261.jpg,7,"Press Your Luck, Set Collection, Tile Placement",1326,"Ancient, Exploration",Reiner Knizia,1.2842
2092,https://boardgamegeek.com/boardgame/22237/hart-der-grenze,22237,Hart an der Grenze,3,6,40,40,40,2006,6.4793,5.96902,882,//cf.geekdo-images.com/images/pic116538.jpg,10,Hand Management,816,"Bluffing, Card Game, Party Game","Sérgio Halaban, André Zatz",1.3982
2093,https://boardgamegeek.com/boardgame/1821/grant-takes-command,1821,Grant Takes Command,2,2,120,120,120,2001,7.94628,5.96882,224,//cf.geekdo-images.com/images/pic195075.jpg,12,Hex-and-Counter,714,"American Civil War, Wargame","Joseph M. Balkoski, Ed Beach",3.6818
2094,https://boardgamegeek.com/boardgame/5534/light-speed,5534,Light Speed,2,5,10,10,10,2003,6.36514,5.96866,1151,//cf.geekdo-images.com/images/pic48676.jpg,10,Tile Placement,1613,"Action / Dexterity, Fighting, Print & Play, Real-time, Science Fiction","James Ernest, Tom Jolly",1.1667
2095,https://boardgamegeek.com/boardgame/29602/okko-era-asagiri,29602,Okko: Era of the Asagiri,2,2,45,45,45,2008,6.721,5.96807,666,//cf.geekdo-images.com/images/pic384109.jpg,12,"Area Control / Area Influence, Dice Rolling, Grid Movement, Modular Board",1727,"Comic Book / Strip, Fighting, Medieval, Miniatures",Laurent Pouchain,2.2317
2096,https://boardgamegeek.com/boardgame/10383/risk-godstorm,10383,Risk: Godstorm,2,5,120,120,120,2004,6.3018,5.9679,2067,//cf.geekdo-images.com/images/pic353066.jpg,10,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling",3918,"Dice, Mythology, Wargame",Mike Selinker,2.6745
2097,https://boardgamegeek.com/boardgame/151771/la-cosa-nostra,151771,La Cosa Nostra,3,5,90,90,90,2014,7.83782,5.96746,248,//cf.geekdo-images.com/images/pic2971870.jpg,16,"Dice Rolling, Hand Management, Partnerships",423,"Bluffing, Card Game, Mafia, Negotiation",Johannes Sich,2.8421
2098,https://boardgamegeek.com/boardgame/131449/captains-industry,131449,Captains of Industry,3,5,150,90,150,2015,7.20961,5.96724,357,//cf.geekdo-images.com/images/pic1766690.jpg,13,"Area Control / Area Influence, Auction/Bidding, Commodity Speculation",951,"Economic, Industry / Manufacturing",Michael R. Keller,3.775
2099,https://boardgamegeek.com/boardgame/113293/article-27-un-security-council-game,113293,Article 27: The UN Security Council Game,3,6,30,30,30,2012,6.55473,5.96724,739,//cf.geekdo-images.com/images/pic1309420.jpg,10,"Trading, Voting",1063,"Bluffing, Negotiation, Political",Dan Baden,2.1489
2100,https://boardgamegeek.com/boardgame/19947/ark,19947,Ark,3,5,45,45,45,2005,6.29825,5.96708,1306,//cf.geekdo-images.com/images/pic103315.jpg,8,"Card Drafting, Set Collection, Tile Placement",1730,"Animals, Religious","Doris Matthäus, Frank Nestel",2.199
2101,https://boardgamegeek.com/boardgame/80979/fortuna,80979,Fortuna,2,4,60,60,60,2011,6.57115,5.96683,723,//cf.geekdo-images.com/images/pic1116429.jpg,10,"Dice Rolling, Hand Management, Point to Point Movement, Worker Placement",1148,Ancient,"Michael Rieneck, Stefan Stadler",2.4286
2102,https://boardgamegeek.com/boardgame/146910/wildcatters,146910,Wildcatters,3,4,120,120,120,2013,7.39433,5.96643,300,//cf.geekdo-images.com/images/pic1757970.png,12,"Area Control / Area Influence, Pick-up and Deliver, Route/Network Building, Stock Holding",369,"Economic, Transportation","Rolf Sagel, André Spil",3.775
2103,https://boardgamegeek.com/boardgame/125993/france-40,125993,France '40,2,2,240,240,240,2013,7.8126,5.96615,238,//cf.geekdo-images.com/images/pic1759426.jpg,12,Hex-and-Counter,819,"Wargame, World War II",Mark Simonitch,2.8684
2104,https://boardgamegeek.com/boardgame/147431/cubist,147431,Cubist,2,4,45,30,45,2014,6.89967,5.9661,455,//cf.geekdo-images.com/images/pic2099804.jpg,7,"Dice Rolling, Hand Management, Pattern Building, Pattern Recognition",759,"Dice, Educational, Puzzle","Steven Poelzing, Alf Seegert",1.9677
2105,https://boardgamegeek.com/boardgame/10174/bitter-woods-fourth-edition,10174,Bitter Woods (fourth edition),2,4,240,240,240,2003,7.69757,5.96582,283,//cf.geekdo-images.com/images/pic164765.jpg,12,"Dice Rolling, Hex-and-Counter",612,"Dice, Wargame, World War II",Randy Heller,3.125
2106,https://boardgamegeek.com/boardgame/25823/cartagena-2-pirates-nest,25823,Cartagena 2. The Pirate's Nest,2,5,45,45,45,2006,6.47288,5.96578,823,//cf.geekdo-images.com/images/pic252156.jpg,8,"Action Point Allowance System, Hand Management, Modular Board",1158,"Pirates, Racing",Leo Colovini,1.5747
2107,https://boardgamegeek.com/boardgame/130899/12-days,130899,12 Days,3,5,15,15,15,2011,6.54156,5.96521,763,//cf.geekdo-images.com/images/pic2748142.jpg,8,"Auction/Bidding, Set Collection, Trick-taking",1798,Card Game,"James Ernest, Mike Selinker",1.234
2108,https://boardgamegeek.com/boardgame/4553/attribute,4553,Attribute,3,8,30,30,30,2002,6.3987,5.96509,1040,//cf.geekdo-images.com/images/pic211585.jpg,8,Hand Management,1163,"Party Game, Real-time, Word Game",Marcel-André Casasola Merkle,1.178
2109,https://boardgamegeek.com/boardgame/35248/batavia,35248,Batavia,3,5,60,45,60,2008,6.45423,5.96494,966,//cf.geekdo-images.com/images/pic714427.jpg,10,"Auction/Bidding, Set Collection, Stock Holding",1616,"Economic, Nautical, Renaissance","Dan Glimne, Grzegorz Rejchtman",2.4227
2110,https://boardgamegeek.com/boardgame/68/successors-second-edition,68,Successors (second edition),2,4,180,180,180,1997,7.02629,5.96448,439,//cf.geekdo-images.com/images/pic290690.jpg,12,"Campaign / Battle Card Driven, Point to Point Movement",778,"Ancient, Wargame","Richard H. Berg, Mark Simonitch",3.1905
2111,https://boardgamegeek.com/boardgame/17970/axis-allies-miniatures,17970,Axis & Allies Miniatures,2,2,60,60,60,2005,6.51899,5.96423,1035,//cf.geekdo-images.com/images/pic265018.jpg,10,"Campaign / Battle Card Driven, Card Drafting, Dice Rolling, Roll / Spin and Move",1633,"Collectible Components, Miniatures, Wargame, World War II","Richard Baker, Paul Barclay, Aaron Forsythe, Devin Low, Jonathan Tweet",2.2931
2112,https://boardgamegeek.com/boardgame/69120/cadwallon-city-thieves,69120,Cadwallon: City of Thieves,2,4,45,45,45,2010,6.34995,5.9638,1377,//cf.geekdo-images.com/images/pic1247236.jpg,10,"Action Point Allowance System, Area Movement, Dice Rolling, Pick-up and Deliver, Variable Player Powers",2430,"Adventure, Fantasy, Fighting, Miniatures","Pascal Bernard, Laurent Pouchain",2.2178
2113,https://boardgamegeek.com/boardgame/24878/43-initiation-set-operation-damocles,24878,AT-43 Initiation Set: Operation Damocles,2,2,60,60,60,2006,6.92641,5.96359,530,//cf.geekdo-images.com/images/pic359298.jpg,12,"Action Point Allowance System, Dice Rolling",907,"Fantasy, Miniatures, Science Fiction, Wargame","Jean Bey, Nicolas Fructus, Florent Maudoux, Adrian Smith, Kevin Walker, Richard Wright, Alessia Zambonin",2.8267
2114,https://boardgamegeek.com/boardgame/187273/dresden-files-cooperative-card-game,187273,The Dresden Files Cooperative Card Game,1,5,30,30,0,2017,7.49904,5.9634,356,//cf.geekdo-images.com/images/pic3488616.jpg,13,"Action Point Allowance System, Co-operative Play, Dice Rolling, Hand Management, Variable Player Powers",946,"Card Game, Dice, Fantasy, Horror, Novel-based",Eric B. Vogel,2.1111
2115,https://boardgamegeek.com/boardgame/21754/nottingham,21754,Nottingham,3,7,30,30,30,2006,6.28086,5.96311,1322,//cf.geekdo-images.com/images/pic1514260.jpg,10,"Auction/Bidding, Hand Management, Set Collection",1805,Card Game,Uwe Rosenberg,1.6024
2116,https://boardgamegeek.com/boardgame/95/igel-argern,95,Igel Ärgern,2,6,30,30,30,1990,6.41002,5.96304,960,//cf.geekdo-images.com/images/pic309356.jpg,8,Roll / Spin and Move,1001,"Animals, Children's Game, Dice, Racing","Doris Matthäus, Frank Nestel",1.3833
2117,https://boardgamegeek.com/boardgame/247/gloria-picktoria,247,Gloria Picktoria,2,5,45,45,45,1996,6.40236,5.96244,943,//cf.geekdo-images.com/images/pic587284.jpg,10,"Card Drafting, Set Collection",1727,Card Game,"Mick Ado, Alan R. Moon",1.486
2118,https://boardgamegeek.com/boardgame/183572/dungeons-dragons-dice-masters-faerun-under-siege,183572,Dungeons & Dragons Dice Masters: Faerûn Under Siege,2,2,60,60,60,2016,7.8534,5.96213,235,//cf.geekdo-images.com/images/pic2838881.jpg,14,"Deck / Pool Building, Dice Rolling, Variable Player Powers",708,"Collectible Components, Dice, Fantasy, Fighting","Mike Elliott, Eric M. Lang",2.25
2119,https://boardgamegeek.com/boardgame/128698/vampire-empire,128698,Vampire Empire,2,2,30,30,30,2012,6.86684,5.96202,482,//cf.geekdo-images.com/images/pic1385634.jpg,10,Hand Management,932,"Bluffing, Card Game, Deduction, Medieval",Filip Mi?u?ski,2.1176
2120,https://boardgamegeek.com/boardgame/171479/commissioned,171479,Commissioned,2,6,60,60,60,2016,7.54389,5.96192,296,//cf.geekdo-images.com/images/pic2509120.png,13,"Area Movement, Co-operative Play, Deck / Pool Building, Set Collection, Variable Player Powers",698,"Ancient, Educational, Religious",Patrick Lysaght,2.6842
2121,https://boardgamegeek.com/boardgame/127493/bolt-action,127493,Bolt Action,2,6,120,120,120,2012,7.73285,5.96133,277,//cf.geekdo-images.com/images/pic1372779.jpg,12,"Action Point Allowance System, Chit-Pull System, Dice Rolling, Variable Phase Order, Variable Player Powers",670,"Book, Miniatures, Wargame, World War II","Alessio Cavatore, Rick Priestley",2.6944
2122,https://boardgamegeek.com/boardgame/193840/dragon-flagon,193840,The Dragon & Flagon,2,8,60,60,60,2016,6.68024,5.96098,615,//cf.geekdo-images.com/images/pic2964484.jpg,10,"Action / Movement Programming, Simultaneous Action Selection, Time Track, Variable Player Powers",1205,"Fantasy, Fighting, Humor","Brian Engelstein, Geoff Engelstein, Sydney Engelstein",2.3333
2123,https://boardgamegeek.com/boardgame/160418/wing-leader-victories-1940-1942,160418,Wing Leader: Victories 1940-1942,2,2,120,120,120,2015,8.01435,5.96085,229,//cf.geekdo-images.com/images/pic2569281.png,0,"Dice Rolling, Hex-and-Counter, Simulation",897,"Aviation / Flight, Wargame, World War II",Lee Brimmicombe-Wood,2.9062
2124,https://boardgamegeek.com/boardgame/203430/fuji-flush,203430,Fuji Flush,3,8,20,10,20,2016,6.56828,5.96078,709,//cf.geekdo-images.com/images/pic3086849.jpg,7,"Hand Management, Take That",1255,"Card Game, Number",Friedemann Friese,1.1667
2125,https://boardgamegeek.com/boardgame/146735/munchkin-adventure-time,146735,Munchkin Adventure Time,3,6,90,60,90,2014,6.61548,5.96044,896,//cf.geekdo-images.com/images/pic2020343.jpg,10,"Dice Rolling, Hand Management, Take That, Variable Player Powers",2765,"Card Game, Fantasy, Fighting, Humor, Movies / TV / Radio theme","Steve Jackson (I), Andrew Wolf",1.8824
2126,https://boardgamegeek.com/boardgame/192945/coal-baron-great-card-game,192945,Coal Baron: The Great Card Game,2,4,80,50,80,2016,7.2952,5.96017,326,//cf.geekdo-images.com/images/pic3142962.jpg,10,"Card Drafting, Hand Management, Set Collection, Worker Placement",738,"Card Game, Industry / Manufacturing, Trains","Michael Kiesling, Wolfgang Kramer",2.6667
2127,https://boardgamegeek.com/boardgame/235/blackbeard,235,Blackbeard,1,4,180,180,180,1991,6.34746,5.95985,1266,//cf.geekdo-images.com/images/pic164665.jpg,12,"Hex-and-Counter, Variable Player Powers",2467,"Adventure, Age of Reason, Nautical, Pirates, Wargame",Richard H. Berg,3.1871
2128,https://boardgamegeek.com/boardgame/66837/1862-railway-mania-eastern-counties,66837,1862: Railway Mania in the Eastern Counties,2,8,300,300,300,2013,8.16513,5.9597,193,//cf.geekdo-images.com/images/pic1853204.jpg,12,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement",399,"Economic, Trains",Mike Hutton,4.3462
2129,https://boardgamegeek.com/boardgame/1552/illuminati-new-world-order,1552,Illuminati: New World Order,2,8,120,120,120,1994,6.36325,5.95969,1164,//cf.geekdo-images.com/images/pic373546.jpg,12,"Action Point Allowance System, Dice Rolling, Hand Management, Tile Placement, Variable Player Powers",2235,"Card Game, Collectible Components, Humor, Negotiation, Political, Science Fiction",Steve Jackson (I),2.8557
2130,https://boardgamegeek.com/boardgame/2748/thirty-years-war-europe-agony-1618-1648,2748,"Thirty Years War: Europe in Agony, 1618-1648",2,2,360,360,360,2001,6.80012,5.95931,566,//cf.geekdo-images.com/images/pic32860.jpg,14,"Campaign / Battle Card Driven, Point to Point Movement",1196,"Pike and Shot, Wargame","David A. Fox, Michael Welker",3.1031
2131,https://boardgamegeek.com/boardgame/167763/dc-comics-deck-building-game-teen-titans,167763,DC Comics Deck-Building Game: Teen Titans,2,5,75,45,75,2015,7.249,5.95895,380,//cf.geekdo-images.com/images/pic2503082.jpg,15,Deck / Pool Building,970,"Card Game, Comic Book / Strip",Richard Brady,2.25
2132,https://boardgamegeek.com/boardgame/188314/topoum,188314,Topoum,2,4,90,60,90,2016,7.58483,5.95886,298,//cf.geekdo-images.com/images/pic2770373.jpg,14,"Area Control / Area Influence, Tile Placement",472,"Territory Building, World War I",Perepau Llistosella,2.5333
2133,https://boardgamegeek.com/boardgame/179820/tail-feathers,179820,Tail Feathers,2,4,90,60,90,2015,7.5628,5.9583,293,//cf.geekdo-images.com/images/pic2661822.jpg,9,"Action / Movement Programming, Dice Rolling",1608,"Aviation / Flight, Fantasy, Miniatures",Jerry Hawthorne,3
2134,https://boardgamegeek.com/boardgame/156442/asking-trobils,156442,Asking for Trobils,2,7,90,60,90,2015,7.17581,5.95824,372,//cf.geekdo-images.com/images/pic3212500.jpg,12,"Pick-up and Deliver, Worker Placement",565,Science Fiction,"Erin McDonald, Christian Strain",2.0625
2135,https://boardgamegeek.com/boardgame/133956/axis-allies-wwi-1914,133956,Axis & Allies: WWI 1914,2,8,480,480,480,2013,7.20327,5.95785,444,//cf.geekdo-images.com/images/pic1558280.jpg,12,"Area Movement, Dice Rolling, Partnerships",974,"Economic, Wargame, World War I","Larry Harris, Jr.",2.6053
2136,https://boardgamegeek.com/boardgame/142267/bomb-squad,142267,Bomb Squad,2,6,30,10,30,2013,6.72094,5.95747,532,//cf.geekdo-images.com/images/pic2162016.png,10,"Action / Movement Programming, Co-operative Play, Grid Movement, Hand Management, Memory, Modular Board, Variable Player Powers",1445,"Print & Play, Real-time","Dan Keltner, David Short",2.1765
2137,https://boardgamegeek.com/boardgame/97803/penny-arcade-game-gamers-vs-evil,97803,Penny Arcade: The Game ? Gamers vs. Evil,2,4,30,30,30,2011,6.56411,5.95733,794,//cf.geekdo-images.com/images/pic1129028.jpg,15,"Card Drafting, Deck / Pool Building, Hand Management, Variable Player Powers",1350,"Card Game, Comic Book / Strip, Video Game Theme","Ben Cichoski, Mike Donais, Paul Sottosanti",2.2321
2138,https://boardgamegeek.com/boardgame/2535/valley-mammoths,2535,Valley of the Mammoths,3,6,180,180,180,1991,6.41185,5.95717,1016,//cf.geekdo-images.com/images/pic7254.jpg,12,"Dice Rolling, Modular Board, Player Elimination",1446,"Civilization, Fighting, Prehistoric",Bruno Faidutti,2.5259
2139,https://boardgamegeek.com/boardgame/943/ligretto,943,Ligretto,2,4,10,10,10,1988,6.2045,5.95622,2334,//cf.geekdo-images.com/images/pic1306961.jpg,8,Pattern Building,3858,"Card Game, Real-time",Michael Michaels,1.209
2140,https://boardgamegeek.com/boardgame/6778/settlers-zarahemla,6778,The Settlers of Zarahemla,2,4,90,90,90,2003,6.95248,5.95592,472,//cf.geekdo-images.com/images/pic148040.jpg,12,"Dice Rolling, Modular Board, Set Collection, Trading",712,"Ancient, Civilization, Religious",Klaus Teuber,2.54
2141,https://boardgamegeek.com/boardgame/148205/penny-press,148205,Penny Press,2,5,60,45,60,2015,6.73352,5.95591,559,//cf.geekdo-images.com/images/pic2047695.jpg,13,"Area Control / Area Influence, Auction/Bidding, Worker Placement",1156,Industry / Manufacturing,"Robert Dijkman Dulkes, Matt Golec",2.2333
